몬스터ID,몬스터명,MVP,레벨,종족,속성,드롭1,확률1,드롭2,확률2,드롭3,확률3,드롭4,확률4,드롭5,확률5,드롭6,확률6,드롭7,확률7,드롭8,확률8,MVP드롭1,MVP확률1,MVP드롭2,MVP확률2,MVP드롭3,MVP확률3
1634,Seyren Windsor,,91,악마,불,Armlet_Of_Prisoner,30.00%,Dragon_Killer,0.02%,Claymore,2.00%,Old_Blue_Box,0.30%,Helm_,0.12%,Plate_Armor_,0.01%,Ruber,0.01%,Seyren_Card,0.01%,,,,,,
1831,Salamander,,91,무형,불,Burning_Heart,30.00%,Flame_Heart,0.30%,Red_Gemstone,1.00%,Lesser_Elemental_Ring,0.01%,Berserk_Guitar,0.50%,Ring_,0.01%,Meteo_Plate_Armor,0.20%,Salamander_Card,0.01%,,,,,,
1834,Salamander,,91,무형,불,,,,,,,,,,,,,,,,,,,,,,
1895,Seyren Windsor,,91,악마,불,,,,,,,,,,,,,,,,,,,,,,
1639,Kathryne Keyron,,92,인간형,유령,Armlet_Of_Prisoner,30.00%,Old_Blue_Box,0.50%,La'cryma_Stick,0.01%,Survival_Rod2_,0.05%,Guard_,0.30%,Pair_Of_Red_Ribbon,0.01%,Shoes_,0.20%,Katrinn_Card,0.01%,,,,,,
1704,Odium of Thanatos,,92,언데드,유령,Brigan,10.00%,Crystal_Jewel_,5.00%,Crystal_Jewel__,1.00%,Piece_Of_Memory_Blue,100.00%,Old_Card_Album,0.10%,Goibne's_Shoulder_Arms,10.00%,Tha_Odium_Card,0.01%,,,,,,,,
1709,Odium of Thanatos,,92,언데드,유령,Brigan,10.00%,Crystal_Jewel_,5.00%,Crystal_Jewel__,1.00%,,,,,,,,,,,,,,,,
1896,Kathryne Keyron,,92,인간형,유령,,,,,,,,,,,,,,,,,,,,,,
1157,Pharaoh,★MVP,93,인간형,어둠,Broken_Pharaoh_Symbol,58.20%,Tutankhamen's_Mask,25.00%,Solar_Sword,1.00%,Holy_Robe,1.50%,Gemmed_Crown,5.00%,Tablet,3.00%,Bazerald,0.80%,Pharaoh_Card,0.01%,Yggdrasilberry,55.00%,Royal_Jelly,50.00%,Crystal_Jewel__,50.00%
2068,Boitata,★MVP,93,동물,불,Treasure_Box,50.00%,Hurricane_Fury,1.00%,Hunting_Spear,1.00%,Yggdrasilberry,5.00%,Elunium,10.00%,Oridecon,10.00%,Hell_Fire,1.00%,,,Old_Violet_Box,55.00%,Old_Violet_Box,50.00%,Old_Card_Album,20.00%
1373,Lord of the Dead,★MVP,94,악마,어둠,Boroken_Shiled_Piece,53.35%,Pole_Axe,0.05%,House_Auger,0.10%,Ring_,0.02%,Shine_Spear_Blade,0.10%,War_Axe,0.01%,Iron_Driver,0.02%,Lord_Of_Death_Card,0.01%,Yggdrasilberry,55.00%,Crystal_Jewel__,50.00%,Old_Violet_Box,50.00%
1920,Incarnation of Morocc,,96,악마,불사,Ragamuffin_Cape,0.10%,Dark_Crystal,10.00%,Dark_Debris,30.00%,Elunium,1.60%,Brigan,48.50%,Cursed_Hand,0.03%,Bloody_Eater,0.15%,,,,,,,,
1924,Incarnation of Morocc,,96,악마,불사,,,,,,,,,,,,,,,,,,,,,,
1312,Turtle General,★MVP,97,동물,땅,Iron_Driver,0.08%,War_Axe,0.05%,Cookbook09,2.00%,Pole_Axe,0.09%,Broken_Shell,53.35%,Immaterial_Sword,0.80%,Union_Of_Tribe,0.01%,Turtle_General_Card,0.01%,Turtle_Shell,55.00%,Yggdrasilberry,15.00%,Old_Violet_Box,20.00%
1685,Vesper,★MVP,97,동물,성,Broken_Steel_Piece,50.00%,Mystery_Piece,30.00%,Old_Violet_Box,10.00%,Vesper_Core01,1.00%,Vesper_Core02,1.00%,Vesper_Core03,1.00%,Vesper_Core04,1.00%,Apocalips_H_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Crystal_Jewel__,20.00%
1918,Incarnation of Morocc,,97,천사,어둠,Herald_Of_GOD,0.10%,Dark_Crystal,10.00%,Dark_Debris,30.00%,Elunium,1.60%,Brigan,48.50%,Diabolus_Manteau,0.03%,Nemesis,0.20%,,,,,,,,
1919,Incarnation of Morocc,,97,악마,어둠,Skin_Of_Ventus,0.03%,Dark_Crystal,10.00%,Dark_Debris,30.00%,Oridecon,1.60%,Cyfar,35.00%,Cross_Shield,0.15%,,,,,,,,,,
1922,Incarnation of Morocc,,97,천사,어둠,,,,,,,,,,,,,,,,,,,,,,
1923,Incarnation of Morocc,,97,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1732,Treasure Chest,,98,무형,무속성,3rd_Floor_Pass,10.00%,,,,,,,,,,,,,,,,,,,,
1779,Ktullanux,★MVP,98,동물,물,Ice_Scale,90.00%,Old_Card_Album,30.00%,Clack_Of_Servival,30.00%,Herald_Of_GOD,50.00%,Old_Violet_Box,50.00%,Yggdrasilberry,50.00%,Ktullanux_Card,0.01%,,,Yggdrasilberry,55.00%,Old_Violet_Box,50.00%,Old_Violet_Box,50.00%
1845,Treasure Box,,98,무형,무속성,Gold_Coin_US,100.00%,Gold_Coin_US,100.00%,Gold_Coin_US,100.00%,Treasure_Box_,100.00%,Green_Ale_US,25.00%,Gold_Coin_US,50.00%,Green_Ale_US,25.00%,Green_Ale_US,25.00%,,,,,,
1847,Poring,,98,천사,유령,,,,,,,,,,,,,,,,,,,,,,
1873,Beelzebub,,98,악마,유령,,,,,,,,,,,,,,,,,,,,,,
1874,Beelzebub,★MVP,98,악마,유령,Broken_Crown,90.00%,Variant_Shoes,20.00%,Death_Note,20.00%,Destruction_Rod,20.00%,Bison_Horn,20.00%,Elunium,54.32%,Chonchon_Doll,55.00%,Berzebub_Card,0.01%,Old_Violet_Box,55.00%,Yggdrasilberry,50.00%,Box_Of_Grudge,55.00%
1905,Barricade,,98,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1906,Barricade,,98,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1921,Incarnation of Morocc,,98,악마,유령,Diabolus_Ring,0.05%,Dark_Crystal,10.00%,Dark_Debris,30.00%,Oridecon,1.60%,Cyfar,35.00%,Exorcism_Bible,0.20%,,,,,,,,,,
1925,Incarnation of Morocc,,98,악마,유령,,,,,,,,,,,,,,,,,,,,,,
1929,Great Demon Baphomet,,98,악마,어둠,Bapho_Doll,5.00%,Pauldron,70.00%,Tae_Goo_Lyeon,50.00%,Bloody_Iron_Ball,1.00%,Celestial_Robe,70.00%,Holy_Robe,70.00%,Crescent_Scythe,90.00%,Baphomet_Card,0.01%,,,,,,
1931,Wish Maiden,,98,천사,유령,,,,,,,,,,,,,,,,,,,,,,
1934,Blue Flower,,98,식물,땅,,,,,,,,,,,,,,,,,,,,,,
1935,Red Flower,,98,식물,땅,,,,,,,,,,,,,,,,,,,,,,
1936,Yellow Flower,,98,식물,땅,,,,,,,,,,,,,,,,,,,,,,
1324,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1325,Treasure Chest,,99,무형,무속성,Jewel_Of_Prayer,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Poison_Knife,15.00%,Wizardry_Hat,0.75%,Masamune,0.08%,,,,,,
1326,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1327,Treasure Chest,,99,무형,무속성,Iron_Glove,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Mirror_Shield_,10.00%,War_Axe,0.75%,Helm_Of_Sun,0.02%,,,,,,
1328,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1329,Treasure Chest,,99,무형,무속성,Iron_Maiden,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Guard_,8.34%,Corsair,1.00%,Gemmed_Crown,0.09%,,,,,,
1330,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1331,Treasure Chest,,99,무형,무속성,Mystery_Wheel,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Critical_Ring,5.00%,Mage_Coat,1.25%,Earring_,0.09%,,,,,,
1332,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1333,Treasure Chest,,99,무형,무속성,Silver_Fancy,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Buckler_,5.00%,Tights_,1.50%,Necklace_,0.10%,,,,,,
1334,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1335,Treasure Chest,,99,무형,무속성,Anger_Of_Valkurye,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Centimental_Leaf,5.00%,Kakkung_,1.50%,Magestic_Goat,0.10%,,,,,,
1336,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1337,Treasure Chest,,99,무형,무속성,Feather_Of_Angel,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Zeny_Knife,3.75%,Spanner,1.50%,Clothes_Of_The_Lord,0.10%,,,,,,
1338,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1339,Treasure Chest,,99,무형,무속성,Foot_Step_Of_Cat,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Rosary_,3.00%,Staff_Of_Soul,1.67%,Holy_Robe,0.10%,,,,,,
1340,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1341,Treasure Chest,,99,무형,무속성,Beard_Of_Women,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Gaia_Sword,2.50%,Grimtooth_,1.88%,Crown,0.12%,,,,,,
1342,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1343,Treasure Chest,,99,무형,무속성,Root_Of_Stone,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Old_Violet_Box,2.50%,Sasimi,1.88%,Loard_Circlet,0.19%,,,,,,
1344,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1345,Treasure Chest,,99,무형,무속성,Soul_Of_Fish,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Ragamuffin_Cape,10.00%,Thief_Clothes_,0.69%,Ring_,0.20%,,,,,,
1346,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1347,Treasure Chest,,99,무형,무속성,Saliva_Of_Bird,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Shield_,10.00%,Muramasa,0.50%,Helm_Of_Angel,0.24%,,,,,,
1348,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1349,Treasure Chest,,99,무형,무속성,Tendon_Of_Bear,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Gemmed_Sallet_,7.50%,Glove_,0.46%,Elven_Ears,0.25%,,,,,,
1350,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1351,Treasure Chest,,99,무형,무속성,Symbol_Of_Sun,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Ear_Mufs,5.00%,Safety_Ring,0.41%,Tiara,0.32%,,,,,,
1352,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1353,Treasure Chest,,99,무형,무속성,Breath_Of_Soul,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Cape_Of_Ancient_Lord,5.00%,Brooch_,0.38%,Magician_Hat,0.34%,,,,,,
1354,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1355,Treasure Chest,,99,무형,무속성,Crystal_Of_Snow,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Chrystal_Pumps,4.29%,Centimental_Flower,2.50%,Plate_Armor_,0.35%,,,,,,
1356,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1357,Treasure Chest,,99,무형,무속성,Indication_Of_Tempest,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Memorize_Book,3.00%,Boots_,2.73%,Sharp_Gear,0.38%,,,,,,
1358,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1359,Treasure Chest,,99,무형,무속성,Slilince_Wave,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Jewel_Sword,2.15%,Satanic_Chain,0.60%,Bone_Helm,0.38%,,,,,,
1360,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1361,Treasure Chest,,99,무형,무속성,Rough_Billows,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Pole_Axe,0.50%,Spinx_Helm,0.50%,Helm_,0.50%,,,,,,
1362,Treasure Chest,,99,무형,무속성,Crystal_Jewel__,77.60%,Seed_Of_Yggdrasil,30.00%,Yggdrasilberry,25.00%,Muffler_,8.00%,Shoes_,8.00%,Chain_Mail_,8.00%,Buckler_,8.00%,Old_Card_Album,10.00%,,,,,,
1363,Treasure Chest,,99,무형,무속성,Air_Stream,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree,100.00%,Oridecon,48.50%,Elunium,72.75%,Manteau_,0.43%,Angelic_Chain,0.43%,Iron_Driver,0.38%,,,,,,
1502,Bring it on!,★MVP,99,식물,독,Poring_Hat,100.00%,Flame_Sprits_Armor,25.00%,Water_Sprits_Armor,25.00%,Earth_Sprits_Armor,25.00%,Wind_Sprits_Armor,25.00%,Bloody_Iron_Ball,40.00%,Large_Jellopy,100.00%,Holy_Guard,45.00%,Sword_Of_Grave_Keeper,10.00%,Poring__Card,1.00%,Elven_Ears,2.00%
1640,Lord Knight Seyren,,99,인간형,불,Old_Violet_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1641,Assassin Cross Eremes,,99,인간형,독,Old_Violet_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1642,Whitesmith Howard,,99,인간형,물,Old_Violet_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1643,High Priest Margaretha,,99,인간형,성,Old_Violet_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1644,Sniper Cecil,,99,인간형,바람,Old_Violet_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1645,High Wizard Kathryne,,99,인간형,유령,Old_Violet_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1646,Lord Knight Seyren,★MVP,99,인간형,불,Edge,25.00%,Full_Plate_Armor_,35.00%,Grave_,90.00%,Brionac,35.00%,Longinus's_Spear,30.00%,Dragon_Slayer,25.00%,Skewer,15.00%,B_Seyren_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Crystal_Jewel__,20.00%
1647,Assassin Cross Eremes,★MVP,99,인간형,독,Moonlight_Sword,15.00%,House_Auger,15.00%,Glittering_Clothes,90.00%,Exercise,35.00%,Assasin_Dagger,35.00%,Bloody_Roar,35.00%,Ginnungagap,35.00%,B_Eremes_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Crystal_Jewel__,20.00%
1648,Whitesmith Howard,★MVP,99,인간형,땅,Mysteltainn_,35.00%,Byeorrun_Gum,25.00%,Clothes_Of_The_Lord,90.00%,Sabbath,35.00%,Great_Axe,35.00%,Guillotine,25.00%,Tomahawk,35.00%,B_Harword_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Crystal_Jewel__,20.00%
1649,High Priest Margaretha,★MVP,99,인간형,성,Berserk,35.00%,Safety_Ring,25.00%,Celestial_Robe,90.00%,Book_Of_The_Apocalypse,35.00%,Quadrille,35.00%,Grand_Cross,25.00%,Diary_Of_Great_Sage,35.00%,B_Magaleta_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Crystal_Jewel__,20.00%
1650,Sniper Cecil,★MVP,99,인간형,바람,Combat_Knife,35.00%,Sucsamad,35.00%,Old_Violet_Box,90.00%,Moonlight_Sword,15.00%,Grimtooth_,35.00%,Bow_Of_Rudra,15.00%,Dragon_Wing,25.00%,B_Shecil_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Luna_Bow,20.00%
1651,High Wizard Kathryne,★MVP,99,인간형,유령,Cursed_Dagger,35.00%,Counter_Dagger,35.00%,Critical_Ring,90.00%,Robe_Of_Casting,25.00%,Celestial_Robe,25.00%,Survival_Rod_,30.00%,Glittering_Clothes,35.00%,B_Katrinn_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Crystal_Jewel__,20.00%
1708,Memory of Thanatos,★MVP,99,악마,유령,Treasure_Box,10.00%,Morrigane's_Manteau,10.00%,Piece_Of_Bone_Armor,50.00%,Full_Plate_Armor_,50.00%,Grave_,50.00%,Wing_Of_Eagle,10.00%,Bloody_Iron_Ball,5.00%,Thanatos_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Crystal_Jewel__,20.00%
1722,Jakk,,99,무형,불,Pumpkin_Bucket,10.00%,Pumpkin_Head,10.00%,Pumpkin,10.00%,Pumpkin_Hat,100.00%,,,,,,,,,,,,,,
1751,Valkyrie Randgris,★MVP,99,천사,성,Valhalla_Flower,50.00%,Valkyrie_Armor,16.00%,Valkyrie_Manteau,30.00%,Valkyrie_Shoes,30.00%,Helm_,50.00%,Bloody_Edge,25.00%,Randgris_Card,0.01%,,,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Old_Card_Album,20.00%
1765,Valkyrie,,99,천사,성,Valhalla_Flower,5.00%,Old_Violet_Box,1.00%,Valkyrja's_Shield,5.00%,,,,,,,,,,,,,,,,
1766,Angeling,★MVP,99,천사,성,,,,,,,,,,,,,,,,,Jellopy,50.00%,Jellopy,50.00%,Poring_Doll,50.00%
1767,Deviling,★MVP,99,천사,성,,,,,,,,,,,,,,,,,Jellopy,50.00%,Jellopy,50.00%,Poring_Doll,50.00%
1798,Treasure Chest,,99,무형,무속성,Gem_Of_Ruin,100.00%,,,,,,,,,,,,,,,,,,,,
1799,Lord Knight Seyren,,99,인간형,불,Evil_Mind,3.00%,,,,,,,,,,,,,,,,,,,,
1800,Assassin Cross Eremes,,99,인간형,독,Evil_Mind,3.00%,,,,,,,,,,,,,,,,,,,,
1801,Mastersmith Howard,,99,인간형,물,Evil_Mind,3.00%,,,,,,,,,,,,,,,,,,,,
1802,High Priest Margaretha,,99,인간형,성,Evil_Mind,3.00%,,,,,,,,,,,,,,,,,,,,
1803,Sniper Cecil,,99,인간형,바람,Evil_Mind,3.00%,,,,,,,,,,,,,,,,,,,,
1804,High Wizard Kathryne,,99,인간형,유령,Evil_Mind,3.00%,,,,,,,,,,,,,,,,,,,,
1805,Lord Knight Seyren,,99,인간형,불,Evil_Mind,100.00%,,,,,,,,,,,,,,,,,,,,
1806,Assassin Cross Eremes,,99,인간형,독,Evil_Mind,100.00%,,,,,,,,,,,,,,,,,,,,
1807,Mastersmith Howard,,99,인간형,땅,Evil_Mind,100.00%,,,,,,,,,,,,,,,,,,,,
1808,High Priest Margaretha,,99,인간형,성,Evil_Mind,100.00%,,,,,,,,,,,,,,,,,,,,
1809,Sniper Cecil,,99,인간형,바람,Evil_Mind,100.00%,,,,,,,,,,,,,,,,,,,,
1810,High Wizard Kathryne,,99,인간형,유령,Evil_Mind,100.00%,,,,,,,,,,,,,,,,,,,,
1812,Delightful Lude,,99,무형,무속성,Pumpkin_Bucket,50.00%,Pumpkin_Head,50.00%,Pumpkin,50.00%,Pumpkin_Mojo,50.00%,,,,,,,,,,,,,,
1813,Hydrolancer,,99,천사,유령,Evil_Dragon_Head,100.00%,Dragon_Killer,5.00%,Gemmed_Crown,5.00%,Pole_Axe,5.00%,Int_Dish10,15.00%,Treasure_Box,55.00%,,,,,,,,,,
1817,Detarderous,,99,천사,유령,Dragon_Spirit,100.00%,Dragon_Wing,5.00%,Wizardy_Staff,5.00%,Bloody_Roar,5.00%,Int_Dish10,15.00%,Luk_Dish10,15.00%,,,,,,,,,,
1832,Ifrit,★MVP,99,무형,불,Flame_Heart,100.00%,Spiritual_Ring,30.00%,Ring_Of_Flame_Lord,2.00%,Ring_Of_Resonance,2.00%,Hell_Fire,20.00%,Fire_Brand,20.00%,Flame_Sprits_Armor_,1.00%,Ifrit_Card,0.01%,Old_Violet_Box,55.00%,Old_Blue_Box,50.00%,Old_Card_Album,20.00%
1840,Golden Savage,,99,동물,땅,Leaf_Of_Yggdrasil,30.00%,Treasure_Box,1.00%,Old_Card_Album,0.05%,Gold,5.00%,Emperium,1.00%,Golden_Gear_,0.01%,New_Year_Rice_Cake_1,30.00%,New_Year_Rice_Cake_2,30.00%,,,,,,
1852,Angeling,,99,천사,성,,,,,,,,,,,,,,,,,,,,,,
1853,Deviling,,99,천사,성,,,,,,,,,,,,,,,,,,,,,,
1876,Lord of the Dead,,99,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1891,Valkyrie,,99,천사,성,,,,,,,,,,,,,,,,,,,,,,
1902,Treasure Box,,99,무형,성,Gold_Key77,10.00%,,,,,,,,,,,,,,,,,,,,
1903,Treasure Box,,99,무형,성,Silver_Key77,10.00%,,,,,,,,,,,,,,,,,,,,
1916,Satan Morocc,,99,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1917,Wounded Morocc,★MVP,99,악마,어둠,Diabolus_Helmet,10.00%,Diabolus_Robe,50.00%,Diabolus_Armor,50.00%,Diabolus_Boots,50.00%,Dark_Crystal,90.00%,Dark_Debris,90.00%,,,,,Yggdrasilberry,55.00%,Old_Violet_Box,50.00%,Old_Violet_Box,50.00%
1938,Treasure Chest,,99,무형,무속성,Goddess_Tear,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree_Box,100.00%,Oridecon,48.50%,Elunium,72.75%,Pauldron,0.40%,Healing_Staff,1.50%,Wild_Beast_Claw,1.50%,,,,,,
1939,Treasure Chest,,99,무형,무속성,Valkyrie_Token,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree_Box,100.00%,Oridecon,48.50%,Elunium,72.75%,Celestial_Robe,0.40%,Berdysz,1.50%,Inverse_Scale,1.50%,,,,,,
1940,Treasure Chest,,99,무형,무속성,Brynhild_Armor_Piece,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree_Box,100.00%,Oridecon,48.50%,Elunium,72.75%,Scalpel,1.50%,Heart_Breaker,1.50%,Blood_Tears,1.50%,,,,,,
1941,Treasure Chest,,99,무형,무속성,Hero_Remains,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree_Box,100.00%,Oridecon,48.50%,Elunium,72.75%,Platinum_Shotel,1.50%,Burning_Bow,1.50%,Divine_Cross,0.50%,,,,,,
1942,Treasure Chest,,99,무형,무속성,Andvari_Ring,0.80%,Union_Of_Tribe,5.00%,Branch_Of_Dead_Tree_Box,100.00%,Oridecon,48.50%,Elunium,72.75%,Muscle_Cutter,1.50%,Orc_Archer_Bow,1.50%,Icicle_Fist,1.50%,,,,,,
